stemming_data,sentiment_score,sentiment
muslim arab benci main kristen belanda,0.0,Netral
endangkurniazrafc ketua bahrain mending fifa langsung nyerang nya,0.0,Netral
endangkurniazr malu lu kocak,0.0,Netral
udh si ga d serang akun fifa nya bkin malu doang,0.0,Netral
langgar yg berat panjang tambah gol kayak offide ya,0.0,Netral
fifa kali tindak sih gj udh smpe trs gol nya offside sih pas sblum nendang,0.4588,Positif
tau lawan negara timur harap main adil rasa berkalikali tingkat asia nama afc arab football committee depan main lawan timur main pikir lawan buat kerupuk ditoel sikit langsung ancur main g wasit tiup peluit tambah timur tambah bahan dunia mana kalo tambah menit ekpektasinya tambah menit gantung mood si wasit,0.0,Netral
komentator ceplos kiper yg gabung,0.0,Netral
gimana wasit lur spam akun fifa yuk biar tau wasit,-0.3612,Negatif
prediksi wasit fair,0.3182,Positif
ga suka indonesia main pimpin wasit timur,0.0,Netral
wasit piala dunia bagus wasit liga,0.0,Netral
lawan indonesia klw tdk curang tkkn menang wasit cuan,0.0,Netral
bahrain bahlul wasit bahlultimnas i love you full,0.6369,Positif
prediksi ku bener kalo wasit gak curang prediksi indonesia mrnang moga fifa tindak lanjut tidak profesional wasit,0.0,Netral
negara bnyk orang yg gak suka indonesia menang tanding wasit pihak pd lawan gak indonesia menang semangat timnas indonesia gw dukung,0.0,Netral
curang nya menit habis gol nya ofset gak sah,0.0,Netral
shame for u bahrain,-0.4767,Negatif
gol sah menit lebih tambah waktuseharusnya indonesia menang brow,0.0,Netral
jegal yg sempurna,0.0,Netral
main biasatp wasit ajar moga investigasi terang bener not fair,-0.2411,Negatif
sedih wasit telihat pihak awas tanding tegur bahrain tuan rumah periksa bayar alias sogok,0.0,Netral
wasit nampak tuh over dr extratime msh aj lempar k dlm bwat tuan rmh mesti bawa mahkamah internasional sepakbola tuh wasit botak,0.0,Netral
wasit pekkokkk,0.0,Netral
wasit stres,0.0,Netral
wasit klo main indonesia bikin sate aja,0.0,Netral
wasit idiot kalo main indonesia jatuh anti tiup peluit,-0.6808,Negatif
timnas indonesia malu i love yau,0.6369,Positif
main dsni wasit lap wasit var goal bahrain tdk var check dr tanding bahrain sbnrnya kena mental bnyk main overtakingnya kasar undang perhati wasit bnyk acting tp lepas dr apa upaya tuan rumah timnas indonesia sungguh disiplin main mlm td goal ragnar ubah mental tim d dgn goal kelas dr rafael yg tambah percaya kelas bahrain sama score dr tanding sblmnya dkalahkan kembang tuk lawan china d laga sy indonesia curi menang mutlak aamiin,-0.34,Negatif
yg ting krn syarat bahrai lolos,0.0,Netral
lawan wasit,0.0,Netral
ominmuk dr stu ubah gaya main indonesia ubah total sm yg td mlm kelass bgt,-0.34,Negatif
cutrizqiarizqaofficial hahahaha kalah ya,0.0,Netral
licikin wasit,0.0,Netral
latih nya bnyk exsperimen yg buang sia si main maksimal,0.0,Netral
minimal timnas indonesia pake nike kek timnas asia tenggara pakai apparel negeri,0.0,Netral
menang wasit pihak pd indonesia tambah menit menit,0.0,Netral
jatuh indonesia wasit untung indonesia,0.0,Netral
wasit arab maa,0.0,Netral
gak heran negara timur kalo maen bola,0.0,Netral
wasit oh wasit tahek,0.0,Netral
kalo bahrain goal gak habis tuh menit gol tiup tu peluit,0.0,Netral
no matter where indonesia goes the referee always cheats,-0.5994,Negatif
doa doa orang aniaya mudah mudah ijabah,-0.765,Negatif
wasit peeaaaa,0.0,Netral
bahrain gulingguling fc,0.0,Netral
udah habis gol nya oudset curang si botak wasit gk beres,0.0,Netral
wasit nya pake jam karet,0.0,Netral
gerak mafia sepakbola indonesiamasa kalah mafia bahrain,0.0,Netral
babak menit udah jalan babak samaa,0.0,Netral
arab sdh maling skor,0.0,Netral
duh wasit kaya wasit tarkam,0.0,Netral
takut indonesia menang,0.0,Netral
negara yg quotmungkinquot suka indonesia kembang pesat sepak bola tumbang indonesia mafia bahrain kalah pamor kandang sendiriselalu semangat indonesia,0.0,Netral
gol kelas kecoh jaga gawang bahrain timnas indonesia,0.0,Netral
dorong yg luar nalar,0.0,Netral
gaya main tim dr sono muka brewok tp badan lembek senggol dikit jatuh guling tambah wasit yg kontroversi dpt bonus dr bahrain krn tambah bahrai bs cetak gol tiup pluit selesai,0.5423,Positif
gilaaaa habisssssssss,0.0,Netral
maret hajar bahren gbk utama,0.0,Netral
malu in bener bahrain,0.0,Netral
kalo hasil seridulu slalu dpt hasil yg jumpa tim dr timur asli pribumi bravo garuda,0.0,Netral
wasit oh wasitdi kasih uang brpa yah sampe segitunya,0.0,Netral
wasit jepang,0.0,Netral
kl kolombia wasit bs tembak mati,0.0,Netral
knapa ga adil anjay,0.0,Netral
tambah menit sampe menit ya,0.0,Netral
witan amp marcelino gag main gabung busuk dua buang peluangbisanya corner kosong sudut tiang indonesiakacau manusia gabung,-0.34,Negatif
tambah menit ya allaaaah,0.0,Netral
fix wasit periksa klo gk cek wasit brrti afc yg gk gak gak senior curang wasit,0.0,Netral
indonesia curang wasit tdk indonesia masuk piala dunia,0.0,Netral
waktu udah atas aja tendang pojok aneh pluit susah emang lawan tim jazirah oil jepang ga jago mah ,0.0,Netral
curang wasit indonesia nya gol yg offside,0.0,Netral
garuda indonesia juara,0.0,Netral
fifa batal gol bahrain balu tetap timnas indonesia unggul bahrain skor fifa sangsi pecat hormat wasit om ahmed al kaf junjung fire flay sepak bola sportir indonesia tolerir tindak wasit rugi timnas menang udah bravo timnas viva erik tohir,-0.34,Negatif
payaahmemalukanbaru lawan bahrain aja imbang lawan jepang alamat bantai minim ntr,0.0,Netral
kalah timnas menit main timnas jaga depan gawang tiang belakang orang orang jaga tiang gawang pokus main timnas alih menit habis laga jam pokus,0.0,Netral
blas dendam round besok lawann cina jgn puas dgn selisih goll biar gak susul round brtemu bahrain balas tuh si bahrain,0.0,Netral
wasite asuuuuutime is upmsh berkangsung,0.0,Netral
indonesia menangkarna banyaksemangat timnas,0.0,Netral
wasit lagiwasit lagikelakuan nyatelah menzholimi,0.0,Netral
bangga liat timnas tp timnas dzolimi semangat indonesia ,0.0,Netral
kilas eropa momen sperty anggap curang inti curang sprty suda,0.0,Netral
woi membanggabanggakan arab,0.0,Netral
sharelok wasit,0.0,Netral
hhmm sayang gagal poin hilang mata,0.0,Netral
goal ragnar positioningnya bagus goal rafa akurasi spekulasi tajam gw man of the match maarten paes lepas bobol goal laku savesave krusial tangkap lengket positioningnya keputusankeputusan nya pssi lapor tuntut yg bau kontroversi tanding goal kartu merah manager sumardji,0.0,Netral
yg tuntut klw sda putus ya suda seri sda sukur kali cerita mu,0.0,Netral
tim nat,0.0,Netral
indonesia wasit coba dapat gol yg bahrain yg lebih batas tambah gimana wasit indo nih,0.0,Netral
gol nya offside tuan rumah segitunya seri indonesia besok main indo rasa atsmostfer indo guys,0.0,Netral
timnas indonesia usaha jegal langkah curang bukti sdh hitung kuat timnas,0.0,Netral
gin resiko timnas jago curang,0.0,Netral
wasitee guoobloookkk asuuu menit pas serang indo gagal umpan bahrain hasil sapu jdi out situ wasit tiup peluit tp kata kalo uang kantong jdi klo bahrain sampe goal menit bener selesai,0.0,Netral
offside hadeh gimana sih,0.0,Netral
tambah hindar trik mengulurulur sisa laga jd jadi apa tambah hitung,0.0,Netral
wasit pihak bahrainomong kosong sepak bola asia bicara piala dunia,0.0,Netral
kesal gilakk udh menit bola udh out hrus ny henti,0.0,Netral
wasit negara tetangga kalahhasilnya sigundul netralpemain bahrain yg dorong punggung guling guling eh kaki dipegangmafia bola nyata,0.0,Netral
mudah an langsung pecat wasit amin,0.0,Netral
abis lawan china yakalau menang masuk pildun bom,0.0,Netral
apasih,0.0,Netral
wiradharmaqo ya nanya bro ane tau mah kagak nanya,0.0,Netral
wasit mafia strees gilaafc fifa pecat denda berat,0.0,Netral
wasit nya berat bahrain,0.0,Netral
wasit wasit curang mafia bola timur memank biadab wasit wasit sprti,0.0,Netral
balad gbk,0.0,Netral
klo tuan rumah blom menang sampe menit,0.0,Netral
wasit g bener,0.0,Netral
info medsos wasit cek ombak netizen indo,0.0,Netral
bahanjinkk wasitjink,0.0,Netral
menit m,0.0,Netral
bangga main indonesia semangat,0.0,Netral
main banyak drama wasit itudi dukung wasit jugagimana afc tanggap,0.0,Netral
curang tambah menang timnas indonesia injured time fifa turun tangan laga,-0.4019,Negatif
udah gk tiup peluit tanding,0.0,Netral
malu bahagia curang cuuuuuih,0.0,Netral
orang ringkih timnas bahrain wasit udah kalah lawan king indo,0.0,Netral
curang ya boss,0.0,Netral
taekkkk,0.0,Netral
greget nya pas serang gol,0.0,Netral
g serang akun wasit,0.0,Netral
curang tetep tahan imbang kandang bahrain gg timnas,0.296,Positif
tenang tum pssi tindak fifa,0.0,Netral
kesel banget sumpah wasit nya moga lawan cina wasit nya adil,0.0,Netral
hancur wasit bahrain,0.0,Netral
sat wasit bener latih jepang bahrain licik supporternya,0.0,Netral
dikit caking var,0.0,Netral
jidat item asw,0.0,Netral
afc afc arabian football comedy,0.3612,Positif
wasit pon aceh pakesdah dapet amplopya gmn lgitapi lepas itutimnas sdah main kerenbahrain aja panik indonesia unggul,0.0,Netral
tandain wajah wasit yg bahrain ketemu ni orang tonjok aja bilang salam indonesia,0.0,Netral
wasit fifa moga cepet tobat,0.0,Netral
harusse pakai wasit eropaklu asia hadeeeh mihak belah,0.0,Netral
indonesia halang wasit,0.0,Netral
makasih garuda apa hasil bangga next match win,0.5859,Positif
jadi hrus sdh antisipasi maknya fokusmaslh wasit,0.0,Netral
timnas biasaaamantapwasit mafiaayo serang wasit medsos menit menitini mafiasehsrusnya menit tanding selesaimaksimal menit wasit erormafiatimnas juaraaaanda menang hati kamiperjuangan kerasss,0.0,Netral
fifa fungsi,0.0,Netral
tim rank an takut yg rank ampe ngamplop wasit,0.0,Netral
bener butuh dds sempurna,0.0,Netral
tambah kho payah nih wasit,0.0,Netral
duga wasit peran bgd gak liat kocak,0.0,Netral
dkit menang pdhal poin langsung posisi,0.0,Netral
tidak adil wasit tuan rumah,0.0,Netral
goal bahrain yg mesti batal krn lewat menit curang wasit fifa hrs tindak,0.0,Netral
kuat timnas hitung tumbang butuh kotorsemangat timnasku next match rejekinya point,0.0,Netral
gila wasit sadis kali tolong erik tohir tolong lapor fifa si tindak lanjut,0.0,Netral
bayar checking var,0.0,Netral
pikir yakinkalau bahrain sama kedudukansmpai menit punpeluit tiup wasitkelihatan skali wasit rela indonesia memangwasit,0.0,Netral
wasit orang arabbb cari wasit afrika minimal main timur pake wasit arab ya curang nama,0.0,Netral
salut kiper indonesia,0.0,Netral
sama arab,0.0,Netral
alhamdulillah indonesia kalah moga tanding bawa menang aamiin,0.0,Netral
panjang menit yaaa ni lapor fifa bnr,0.0,Netral
apa yg terjadikita dukung timnas indonesiaini penuh targetmenang imbangtidak kalah,0.0,Netral
hibur pelan indonesia tapak tangga,0.0,Netral
bikin konten youtube gede gedein timnas mafia bola tau kalah gede bantu wasit curang wasit counter attak sesal marcelino langsung bagi mafia bola ,0.0,Netral
bener ga fifa men sah indonesia menang karna gol bahrain ga sah,0.0,Netral
wasit nya takut tembak raja minyak,0.0,Netral
nya udah loh,0.0,Netral
pribadi geram wasit ken ngatem pake balok timnas indonesia sllu rugi,0.0,Netral
hahahaahajaj atur bandar,0.0,Netral
netizen indonesia dipersilahlan serbu akun wasit,0.0,Netral
indonesia menang mlm td jgn lihat skor tp dr jiwa kesatria yg terima hasil yg org yg nnton nilai wasit berat belah sisa cm org bahrain yg nilai wasit adil kecewa tp kepala dingin btw klo rusuh dah kyk yg udahsalut main suporter yg anarkis tau curang semangat dukung timnas tanding wajib poin,-0.34,Negatif
anda bahrain ngegolin tanding isa bln wasit niup peluit,0.0,Netral
indonesia kalah,0.0,Netral
menang hormat ga si,0.0,Netral
wasitna,0.0,Netral
hadap curang sperti menit yg gak normal hadap dgn apa ya dzolimi smua jalan keluar pokok garuda indonesia is the best,0.6369,Positif
bahrain dselamatkan kkalahan wasit,0.0,Netral
tambah menit sit karna bahrein ketingalan hahaha nga lucu,0.5574,Positif
woyyyyy knpa kek ann aja ajg,0.0,Netral
audah filling bahrain ga kalah kalo bom draw menit,0.0,Netral
tambah menit menit curang wasit,0.0,Netral
lepas rugi wasit timnas ttp evaluasi benah lini amp lini salut garuda nnti main indonesia hrs menang,0.0,Netral
loh udah loh,0.0,Netral
harus timnas menang kalo lihat yg melar maju skuad garuda,0.0,Netral
quotsesungguhnya sulit kemudahanquotattack wins you game defense wins you title ttp smgt jalan puanjang,0.836,Positif
wasite dobolbiasa angon unto kon mimpin tanding,0.0,Netral
nyogok tanding gile emang juragan minyak,0.0,Netral
wasit e ga maen,0.0,Netral
indonesia vs bahriansaya benci wasit bola arab curang indonesia,0.0,Netral
wasit gk netral,0.0,Netral
timnas indonesia rugi wasit tambah,0.0,Netral
bahrain untung wasit,0.0,Netral
panjang sit menit lgi kayak bagus,0.0,Netral
ga var kontek bandar bos,0.0,Netral
malu nya udah ilang sih gw brani kualifikasi,0.0,Netral
tambah gol nya,0.0,Netral
tanda muka wasit,0.0,Netral
tambah wkt menit wasit menit menit detik cipta gol bahrain duduk sungguh tragis tim garuda unggul poin pupus pimpin wasit yg sungguh rugi tim garudapssi sdg usul protes fifa mudah terima,0.0,Netral
washit,0.0,Netral
goal ofside,0.0,Netral
untung bahrain injury menit menit offside kece tayang ulang wasit semangat tim nasional indonesia apa hasil tahan timtim rangking indonesia wajar upaya menang kalo kalah seri indonesia malu ampun kuat dibully warga warga dunia indonesia kalah dunia wajar krn mmg rangking kalah,-0.4215,Negatif
wasite amit jabang bayek,0.0,Netral
wasit wasit witan nya udah abis kocak,0.0,Netral
asli wajib protes ni mah,0.0,Netral
masak sampek menit gila gak tu,0.0,Netral
wasit saudara kandung wasit pimpin laga ponaceh vs sulteng,0.0,Netral
wasit yg halang menang,0.0,Netral
tau timnas lom menang dlm tanding krn netizen yg pd sombong suka puja puji lom lg oertandingan lawan bahrain sdh skor dahulu tuhan imbang,0.0,Netral
indonesia kalah wasitwasit yg mimpin tanding td malam wasit banget pelihara sultan,0.0,Netral
gw aku siii klo main bahrain main sinetron smuasenggol dkit guling neymar,0.0,Netral
injuri time nya over nya nyala timnaskapan maju balbalan asia,0.0,Netral
buset keinget qatar vs jordania indonesia dijadiin korban,0.0,Netral
ga cek var yaaaaa,0.0,Netral
wasit nya botak kalo jitak pala nya tambah enam menit jasa niup peluit nya enam menit wasit gk bnr,0.0,Netral
ketua fifa wasit botak nya susahh untukkk jujur,0.0,Netral
tambah menit sampek tiuuup,0.0,Netral
alhamdulillahdari gak suka perkara sepakbolaa href gol a href gol,0.0,Netral
klo wasit ioman ybela kadrun dong gen,0.0,Netral
piye wasit te,0.0,Netral
wasit bacik menit udah abis,0.0,Netral
curang wasit sudh lewatkok main,0.0,Netral
wasit rugi timnas indonesiawasit nya timur,0.0,Netral
cundangidi curangikapan hargaiini yg hadap timnas tampil dunia internasionalapakah untk tanding harus buat alaram yg gedebiar tanding stel tentu alarambiar putus wasit lapang langgar pemainbiar tanding tentu alaram bel yg berbunyibiar tanding masalah abat abatbosan lihat timnas cundang,0.0,Netral
semenjak curang qatar smp detik gw gak percaya lg negara islam yg negara islam aja halal kelici,0.0,Netral
towel senyum,0.0,Netral
witan tinggal oper aja g,0.0,Netral
bahrain bnyk drama wasit picek kli ya mata tambah menit sampe menit pluit pnjang kmpret emang bahrain kbnyakan drama,0.0,Netral
kerennn,0.0,Netral
wasite asuuuu,0.0,Netral
mudah bahrain rudal israel,0.0,Netral
save martin paes kelas dunia aura nya de gea,0.4939,Positif
hey fifa watch this do u have an eyes,0.0,Netral
sampe msh sakit hti gue terimakasih juang mu timnas indonesia,0.0,Netral
terima kasih timnas indonesia you are people champion,0.5994,Positif
masuk empat final world cup,0.0,Netral
timur zaman sarang dajjal laknattullahalaihicelakalah kau wasit ahmad al kaf,0.0,Netral
knapa nambah nya klebihan,0.0,Netral
naturalisasi arti bisa imbang,0.0,Netral
gak ngerti hitung kah gak dipluit sdh selesai,0.0,Netral
menit gol y bos berkah gk gol y,0.0,Netral
kotor kotor,0.0,Netral
timnas ajar wasit,0.0,Netral
wasit rampok point timnas indonesia,0.0,Netral
to the point ajaindo lolos ga,0.0,Netral
wasit curang warga bahrain gembira curang,0.0,Netral
wasit rugi tim nasional indonesia,0.0,Netral
woyy time is overrr,0.0,Netral
gol haram bahrain,0.0,Netral
plus menit henti gimana cerita,0.0,Netral
ketahuilahini tanda indonesia takut negara asia laku senang lawan tetep semangat garuda ku,0.0,Netral
emang indonesia senang tingkat asean dunia wasit,0.0,Netral
skl bos,0.0,Netral
senang negara maju persepakbolaan ya gimana biar sepak bola gak maju,0.0,Netral
indonesia belanda ,0.0,Netral
lahh trus kalo udah rubah hasil,0.0,Netral
sayang goal quot menit akhirdari main bahrainmembuyarkan menang timnas indonesia mata main indonesia konsentrasi payah,0.0,Netral
yoeeeel gmbiraaaa,0.0,Netral
wasit kasih ajar,0.0,Netral
tenang kawan kawan q adil jujur,0.0,Netral
wsit parah,0.0,Netral
menit menit fair play,0.5719,Positif
game play bosan,0.34,Positif
tanding indonesia udah hilang point moga peluang lolos,0.0,Netral
wasit laknatulloh,0.0,Netral
menit gila,0.0,Netral
tambah nya ga masuk akal ofsite,0.0,Netral
hasil kualitas timnas standard asia brothers aspek lbh kembang tdk mngkin piala duniasalfok ivar jener yg sngt kecewa dgn kptusan wasit indonesia,0.0,Netral
banyak drama klo main rombong arab,0.0,Netral
ni fifa adil donggg,0.0,Netral
lewatin panjang sampe bom tiup ntu peluit,0.0,Netral
ya indonesia curang wasit gagal indonesia maju,0.0,Netral
balas dgn tambah menit d home,0.0,Netral
ayo main akun afc fifa biar gak ngasih pimpin wasit model kayak,0.0,Netral
apa hasilnyadi mata tim menangbiar dunia sekarangkita sdh bungkam negara asean,0.0,Netral
prediksi bahrain vs holland realisasi luarbiasa,0.0,Netral
penuh dramasenggol kejang kejang pura pura sakitcirikas main bola arab,0.0,Netral
witan start line up,0.0,Netral
panjang menit sampe wasit ya mbela bahrain,0.0,Netral
wasit gila dasar kadrunpak erik diam proteskalau diam injak hina rendah wasit wasit kadrun,0.0,Netral
wasit nya samasama org timur sih nya pihak bahrain coba wasit nya org belanda kemanamana,0.0,Netral
tambah menit molor menit wow kah adil disepakbola junjung nilai fair play cedera wasit pal kon,0.8176,Positif
mafia menang yg bersih,0.0,Netral
gilir udah jago wasit,0.0,Netral
miris asia wasit kelas qualifikasi world cup berat tuan rumah,0.0,Netral
wasit nga niup peluit pinter,0.0,Netral
masah menit main full gila x tu wasit,0.0,Netral
layak indonesia main pildunbalas kandang,0.0,Netral
wkwkwk gbr dpanya pose tdr hasilbya bkin ga bsa tdr,0.0,Netral
bayar ya wasit,0.0,Netral
wasit parah pssi lapor fifa biar jerah wasit,0.0,Netral
garuda ku cuman wasit yg lebih menit semangat,0.0,Netral
witan bawa sial peluang menit skor menang indonesia,0.0,Netral
sayang banget wasit menit gak adil udah habis,0.0,Netral
witan sempat serang tambah gol buang buang bola ga witan ga beres,0.0,Netral
if bahrain feels embarrassed by the referees decisions from om even extending time beyond the provisions then the bahraini government would be wise to annul the results of the referees decision one of which is by canceling the goal scored after the minutes of extra time if not for the bahraini government fifa should do it take real action as soon as possiblebecause cheating incidents indirectly tarnish players trust in fifa,0.0772,Positif
nanggung tambah menit menitkenapa gak menit ajawasit sableng,0.0,Netral
kontroversial,0.0,Netral
wasit issue,0.0,Netral
bahrain curang tambah dilamain,0.0,Netral
momen nambah unggul passing witan menitmenit,0.0,Netral
dah hbiss anjeeenggggg maen terussss,0.0,Netral
ttp semangat garuda kaliyan curang publik internasional jg nilai timnas indonesia mensng wasit bahrain gak apa pssti menang,0.0,Netral
g sidang kah wasit kocak sih,0.0,Netral
tenang entar balas liga dangdut indosiar,0.0,Netral
imbang jepang menang china indonesia posisi,0.0,Netral
wasite asuuuuu,0.0,Netral
wasitnyapenting gw kaya dwitbela tuan rumah dikit gk padosa engak mang gw pikirinhidup butuh senang ya sit wasitbutuh mobil mewah rumah mewahdosa pikir belakanganya ya sit wasit terimakasih timnaskau menag,0.0,Netral
extra time lebih wasit ituh,0.0,Netral
maaf tanyaakaloo seri king indo lolos gaa si,0.0,Netral
ayooo netijen kasih serang mental wasit,0.0,Netral
wasit etnis china jepang arab curang,0.0,Netral
kelas qualifier aj wasit gin,0.0,Netral
nampakwasit nya berat belah,0.0,Netral
wasit dosa sit dosaaaa dunia curangin sit,0.0,Netral
wasit gak niup peluit babak nunggu bahrain cetak gol,0.0,Netral
info ig wasit lur ken silaturahmi motivasi,0.0,Netral
wasit tuyul kasih brp bahrain gitu,0.0,Netral
sit sittt,0.0,Netral
extra time sdh lewatini parahini parah,0.0,Netral
bener jepang,0.0,Netral
main nya kasar bahrain,0.0,Netral
tanding main naturalisasi lokal yg lihat pemuda indonesia yg pulang bela juang marwah martabat bangsa sepak bola beda usul suku bangsa agama usaha merah putih kibar tiang tinggi sepakbola wujud mimpi juta rakyat indonesia tampil piala dunia selamat juang doa rakyat indonesia hidup indonesia raya,-0.5106,Negatif
menang wasit karna jago ya samape wasit,0.0,Netral
lawan tanah araq curang wasitada,0.0,Netral
negara jazirah arab main jujur iraq,0.0,Netral
knp gk d aju ketua fifa,0.0,Netral
ya main bahrain banyak drama tulang lunak benta jatuh,0.0,Netral
lapor fifa wasit biar usut beres,0.0,Netral
nya kalo score lanjut tu sampe kelas afc ko pake wasit tarkam,0.0,Netral
main wasit bosss sdh menit mash maenkan,0.0,Netral
indonesia kali main terkalahkanmantaaabbb garuda kuu,0.0,Netral
begoin wasit nya,0.0,Netral
gol bahrain menit tambah menitafc koreksi wasit,0.0,Netral
mafia dunia sepakbola,0.0,Netral
dah peringkat,0.0,Netral
asik banget umpan nya ipar jenner,0.0,Netral
bahrain malu dukung wasit curang,0.0,Netral
negara bahrain aja takut sm indonesiakrna unggul karna takut bahrain maen liciktpi gpp indonesia juang kerasindonesia lolos piala dunia,0.0,Netral
wasit kehed smoga dpt azab,0.0,Netral
cah wasit celeng a href,0.0,Netral
kalo eropa panjang sesuai dgn yg tentu menit,0.0,Netral
witan demam,0.0,Netral
fifa wasit berat belah,0.0,Netral
coba menit shrusnya dpluit,0.0,Netral
samaaku konten sepi semangat konten hibur moga hibur kalean ya guys ya mohon maaf hibur kalean ya guys ya,0.0,Netral
proud of you garuda sdh yg baik kalah dzolimi wasit,0.4767,Positif
wasit gak guna wasit turnamen kampung imbang selesai,0.0,Netral
dicurangin wasit gaess yg iri mampu skrng yg kuat moga lolos pildun ya timnas gacorrrrr parah bravo garuda,0.0,Netral
bahrain main nya orang coba perhati seksama amp hitung,0.0,Netral
ayolahhanguskan medsos wasiit,0.0,Netral
habis cuk,0.0,Netral
kelas wasit fifa yg kecewa rugi timnasknpa timnas main kandang rugi wasit main indonesia biasatetap semangat timnas masih tanding yg main menang,0.0,Netral
k bahrain harus nya dr tambah harus nya ceck var offside,0.0,Netral
terima kasih timnaskalian biasasehat mental fisik nya moga tanding lanjut nya menang,0.0,Netral
dzolimi lagiii dzolimi,0.0,Netral
injury time lebih waktuada ofsode no g cecking varpadahal yg on sinde aja cekbanyak langgar main yg tdk respon wasitknpa timur g damaikarena org ornya culas,-0.6124,Negatif
udh dri menit kgk henti tau bgt tu wasit bayaranliat aja bahrain isi nya org sultan,0.0,Netral
bahrain emang dluu biadabb pake sorban,0.0,Netral
gpp gaesmalah semangat utk laga,0.0,Netral
hnya kuranh sabr walaupn ad nya penambhan yg terllu lamamari lihat depan nya lapor fifaplus paes yg mnciptkan golmari ambil poin penuh cinaindonesia sdh hitung dgn bahrain senang menciptkan golgo garuda ttp smngat smga smkin padu lgi main rileks,0.0,Netral
fans drama dukung indonesia,0.0,Netral
bobby lashley suruh wasit ngertibesok afc sewa wasit tarkam aja aja tunggu gol abismalu jidat itam mu set,0.0,Netral
negara asia yg takut amp gak suka kembang timnas indonesia jegal langkah timnas,0.0,Netral
wasit prtandingan,0.0,Netral
wasit kenyang wasit kenyang wasit kenyang sukses transfer,0.0,Netral
moga sepak bola bahrain sangksi fifa,0.0,Netral
indomantap,0.0,Netral
wasit curangmudah mudah nih wasit kena sanksi dr fifadi pecat,0.0,Netral
timnas ketemu negara asia barat seringkali rugi wasit yg pimpin jg asia barat,0.0,Netral
main indonesia yg orang bilang main termahalternyata nda pengaruh nya lapang bikin malu aja,0.0,Netral
emang kemarin lawan berat timnas mafia yg indonesia maju,0.0,Netral
main bahraindisentuh dkit jatuhlebay njir,0.0,Netral
wasite jancuk menit wasite wis tiup peluit pd lempar dalam bahrain iki wasite nggk tiup sampe akhirx bahrain cetak goliki nggk perkoro gol bahrain iki perkoro tambah sing wis lewat sktr menit teko menit tambahanpak erick awake dewe percoyo sampeyan iso bantu indonesia menyampaikn curang yg perihal tambah yg lewat menit nang fifa ojo nang afc soale ketua afc bahrainayoo garudakukepakkan sayap terbang piala dunia we believe you can flying to world cupsalam satoe nyaliwani menang lawan china wani lawan mafia wasit,0.0,Netral
kalo indonesia maon daerah sono mesti lawan nya ointer ekting wasit mesti gemesin,0.0,Netral
kalo main optimis sih piala aff raih,0.0,Netral
gol bahrain gak sah ituhatahnya udah habis,0.0,Netral
siar negara berani main bahrain wasit malu,0.0,Netral
puja orang timur woooi bangun warga nusantara cundang,0.0,Netral
wasit taikucing setannnn,0.0,Netral
bantaiii gbk,0.0,Netral
tambah tulis menit peluit tiup bahrain cetak gol ya teman,0.0,Netral
heran gua ko wasit giniguna fifa sihmasa gin ga perbaikitinggal pecat umur hidup kasih ingat swmua wasit gampang ko,0.0,Netral
kalo lawan zazirah wasit nya dr udah gel hati,0.0,Netral
duit minyak emang licin kelas wasit fifa ubah kaya wasit konoha,0.0,Netral
knpa indonesia curang,0.0,Netral
wasit gndeng,0.0,Netral
gol untung bahrain tanding lawan australia indonesia menit menit,0.0,Netral
tenang erick tinggal diam,0.0,Netral
panggil beto goncalvez coach sty super sub,0.5994,Positif
tim timur banyak emg gituu,0.0,Netral
yg agungquotkan arab kerjain orang arab kalah uang lawan,0.0,Netral
mah gmn njegal indonesia judule,0.0,Netral
wasit timur byk kadal menang lawan chinabaru bahrain kalah arab saudi,0.0,Netral
mantaffffalhamdulillah,0.0,Netral
witan lot,0.0,Netral
yah arab arab lagiumat ajar jujur adil,0.0,Netral
orang bahrain senggol loyocoba kalo d gbk tendang langsung ajaa,0.0,Netral
buset menit anjir,0.0,Netral
salah erik thohir pimpin pssi bangun hubung intim wasit mesti ajak ngopi wasit kasi amplop,0.0,Netral
payah wasit nywaktu ny da liwathrs ny wasit ny g pakai fifaindo rugiin,0.0,Netral
alhamdulillah indonesia keren kecurangn saksi dunia kasi bahrain,0.0,Netral
bjir korupsi,0.0,Netral
wasit tuh sue,0.0,Netral
indonesia rugi,0.0,Netral
afc koreksi wasitwaktu tunjuk menit habis,0.0,Netral
wasittt,0.0,Netral
keren sih sty gabung main antah baran tim stabil tinggal manyatukan mistri timnas tim diperhitungkanterimakasih et sty naik harap,0.0,Netral
wasit khonttooooooolllll,0.0,Netral
coba cari profil wasit biar kena sangsi,0.0,Netral
indonesia lici wasi tambah gadihentikan sampey menit ahirnya gul rekayasa wasit gul tdk maksimal lebih rekayasa wasit ajarr,0.0,Netral
balas kandang ya gaes ya,0.0,Netral
maju pesat joss garudaa thanks coach sty,0.4404,Positif
tanda wasit ny,0.0,Netral
salah witan,0.0,Netral
draw aj syukur antem kalo kalah uda taur indoquot gmna maju gak lokal gk natur bae,0.0,Netral
bahrainwasit jijik,0.0,Netral
tmbahan mnit gol menit anjayyyyy,0.0,Netral
wasib bodatwaktu dah habis bodat,0.0,Netral
tatap mata paes bak macan mangsa tajam kalimenyala bang paes,0.0,Netral
klo fifa gk menghukung bahren fifa gajah,0.0,Netral
